LOC	Chromosome	Start	End	gene.features.locus	Genes	S1	S2	S8	S9	S11	S4	S5	S6	S7	S10	S12	V7
XLOC_000329	chr1	38259773	38325435	chr1:38259773-38325435	MANEAL	2.49423	0.78888	0.683811	0.995685	0.781121	0.511699	1.34755	1.006	0.865433	1.38714	1.53665	+
XLOC_000330	chr1	38259773	38325435	chr1:38259773-38325435	C1orf122	24.1629	6.62576	10.7908	10.2803	22.6765	12.1716	15.223	15.8157	18.0955	7.9959	18.3143	+
XLOC_000331	chr1	38478383	38490610	chr1:38478383-38490610	UTP11L	6.13301	1.49134	5.93351	3.04889	2.39284	4.82377	6.26415	3.98648	3.0753	5.12167	4.00456	+
XLOC_000332	chr1	38554902	38555001	chr1:38554902-38555001	MIR3659	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000333	chr1	38941297	38948577	chr1:38941297-38948577	NA	0	0.846237	0.0881715	0.700175	0.0766749	0.498199	0.0539575	0.814746	0.789839	1.01259	0.632176	+
XLOC_000334	chr1	39456915	39473794	chr1:39456915-39473794	AKIRIN1	49.8787	21.2437	34.1296	26.6522	17.1795	42.3845	54.1446	30.0119	30.0296	22.8077	20.4905	+
XLOC_000335	chr1	39491966	39517061	chr1:39491966-39517061	NDUFS5	368.941	39.7838	239.351	43.2759	62.3526	62.356	277.706	101.184	84.7246	38.1493	40.7122	+
XLOC_000336	chr1	39549838	39953741	chr1:39549838-39953741	MACF1	2.62908	15.0283	6.53848	12.5398	10.9785	8.17996	2.93775	6.10813	6.15642	7.79718	3.64966	+
XLOC_000337	chr1	39549838	39953741	chr1:39549838-39953741	KIAA0754	0	1.37652	0.733736	0.90388	1.54273	0.175049	0.0550464	0.311058	0.163396	0.630144	0.418262	+
XLOC_000338	chr1	39957317	40025436	chr1:39957317-40025436	BMP8A	0.442777	0.829755	0.230124	2.42723	4.58479	0.151422	0.333623	0.349343	2.55191	2.82903	2.20219	+
XLOC_000339	chr1	40025816	40042550	chr1:40025816-40042550	LOC101929516	2.81941	2.13054	0.77072	1.4962	3.56333	3.69327	0.497186	3.76737	2.15648	1.51185	2.6869	+
XLOC_000340	chr1	40204516	40255665	chr1:40204516-40255665	PPIE	56.4424	12.675	30.2744	10.235	14.2142	13.2868	51.3391	8.92518	18.1795	10.734	8.49503	+
XLOC_000341	chr1	40420752	40435748	chr1:40420752-40435748	MFSD2A	0.723147	0.787396	1.48588	1.01653	2.30572	3.11101	0.792446	7.012	1.40041	0.720004	0.446378	+
XLOC_000342	chr1	40506254	40563142	chr1:40506254-40563142	CAP1	388.914	63.0061	316.481	49.1458	27.9592	75.3773	347.912	28.641	103.847	48.3931	35.8042	+
XLOC_000343	chr1	40627040	40707032	chr1:40627040-40707032	RLF	2.01613	8.7574	3.42246	8.12098	7.76323	8.67645	3.43506	21.6118	8.33002	7.06532	8.28434	+
XLOC_000344	chr1	40713572	40717365	chr1:40713572-40717365	TMCO2	0	0	0	0	0	0	0	0	0.0942527	0.248994	0	+
XLOC_000345	chr1	40723721	40760182	chr1:40723721-40760182	ZMPSTE24	20.1606	5.32572	15.2693	7.60217	4.04944	6.73518	24.5117	4.99096	6.12498	9.12965	6.16726	+
XLOC_000346	chr1	40839226	40899663	chr1:40839226-40899663	SMAP2	439.057	87.6344	134.551	143.721	116.689	144.608	279.897	251.158	160.605	149.727	77.8215	+
XLOC_000347	chr1	40915746	40939997	chr1:40915746-40939997	ZFP69B	0.156293	0.610245	0.284672	1.273	0.649733	0.488499	0.659376	1.4504	0.550031	1.13389	0.640902	+
XLOC_000348	chr1	40942945	40984172	chr1:40942945-40984172	ZFP69	1.87691	1.6736	1.41859	2.09803	0.911196	1.4092	1.97553	0.701229	1.78802	3.06358	0.997834	+
XLOC_000349	chr1	40942945	40984172	chr1:40942945-40984172	EXO5	1.7918	1.43247	3.60726	1.39481	0.866818	2.22321	2.21224	1.07466	1.40038	1.51726	2.31324	+
XLOC_000350	chr1	40997232	41013841	chr1:40997232-41013841	ZNF684	0.537486	0.715039	1.24774	0.985703	0.843536	1.12152	1.11559	2.63942	0.822905	2.56761	1.95511	+
XLOC_000351	chr1	41151080	41237881	chr1:41151080-41237881	NFYC	17.5892	12.703	20.4778	17.1736	15.0163	15.6398	20.6218	9.1633	15.4249	11.837	11.5055	+
XLOC_000352	chr1	41151080	41237881	chr1:41151080-41237881	MIR30E	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000353	chr1	41151080	41237881	chr1:41151080-41237881	MIR30C1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000354	chr1	41249683	41306124	chr1:41249683-41306124	KCNQ4	0	0.120761	0.330816	0.0782795	0.0735367	0.162206	0.0183741	0.100013	0.114566	0.0935271	0.0384782	+
XLOC_000355	chr1	41444970	41707980	chr1:41444970-41707980	CTPS1,SLFNL1-AS1	4.02992	1.81849	7.23984	2.30538	3.2983	3.39099	2.75389	3.22466	3.15805	2.0171	1.48134	+
XLOC_000356	chr1	41444970	41707980	chr1:41444970-41707980	SLFNL1	0	0.128861	0.0566648	0.184468	0.261597	0.0205165	0	0.237076	0.0153724	0.00182666	0.123251	+
XLOC_000357	chr1	41444970	41707980	chr1:41444970-41707980	SCMH1	0	1.28553	0.222434	1.09225	1.28587	0.583214	0.0729132	1.45536	0.791019	1.08187	1.07855	+
XLOC_000358	chr1	41827602	41849263	chr1:41827602-41849263	FOXO6	0.065757	0	0	0	0	0	0.0301746	0	0	0.0749249	0	+
XLOC_000359	chr1	42619091	42621495	chr1:42619091-42621495	GUCA2B	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000360	chr1	42846467	42889900	chr1:42846467-42889900	RIMKLA	0.0378301	0.0845829	0.0223768	0.371074	0.102292	0.0968167	0.0164406	0.0118988	0.0353861	0.0888734	0	+
XLOC_000361	chr1	42922011	42939049	chr1:42922011-42939049	PPCS	51.2063	8.25061	27.2701	13.2543	17.8053	20.4044	42.6409	14.3786	17.0557	14.3733	10.3356	+
XLOC_000362	chr1	42946195	43120335	chr1:42946195-43120335	CCDC30	0.142654	0.712842	0.153771	0.781706	0.836677	0.560987	0.287368	0.345256	0.520461	1.21116	0.476993	+
XLOC_000363	chr1	43124023	43143780	chr1:43124023-43143780	PPIH	49.2762	18.5253	39.0265	13.1536	13.1875	25.7779	37.9222	12.3502	19.4201	17.3578	12.7008	+
XLOC_000364	chr1	43148033	43168030	chr1:43148033-43168030	YBX1	897.037	139.347	721.169	148.08	169.606	196.9	461.214	210.096	213.974	141.553	147.989	+
XLOC_000365	chr1	43232915	43311483	chr1:43232915-43311483	C1orf50	17.0368	3.23329	8.99984	5.02802	2.93842	7.11776	15.9506	6.04896	5.22071	5.7611	6.0634	+
XLOC_000366	chr1	43232915	43311483	chr1:43232915-43311483	LOC100129924	0.486462	0.422439	0.0264631	0.458152	0.540678	0.409196	0.0200436	1.27649	0.366839	0.540368	0.371967	+
XLOC_000367	chr1	43232915	43311483	chr1:43232915-43311483	ERMAP	5.44735	3.08143	20.9393	3.55154	3.07539	2.42262	3.41442	0.966117	2.80328	2.27317	1.39252	+
XLOC_000368	chr1	43312243	43320204	chr1:43312243-43320204	ZNF691	3.00557	1.26645	2.08083	1.06188	0.608191	1.7915	3.74406	0.645421	2.02245	3.01561	1.30226	+
XLOC_000369	chr1	43323292	43354463	chr1:43323292-43354463	LOC339539	0	0	0	0	0	0.033074	0	0	0	0	0	+
XLOC_000370	chr1	43391045	43466485	chr1:43391045-43466485	SLC2A1-AS1	0.263441	1.01004	0.465873	0.605015	0.851331	0.672412	0.569774	0.326771	0.232076	1.78669	0.419488	+
XLOC_000371	chr1	43613593	43622067	chr1:43613593-43622067	FAM183A	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000372	chr1	43629593	43720029	chr1:43629593-43720029	CFAP57	0.547571	0.0992239	0	0.127588	0.0748171	0.135162	0.536854	0.110387	0.167099	0.227551	0.279926	+
XLOC_000373	chr1	43735664	43739673	chr1:43735664-43739673	TMEM125	0.418037	0.0507611	0.76498	0	0	0.0531084	0.769851	0	0.142724	0.149451	0.401664	+
XLOC_000374	chr1	43766565	43788781	chr1:43766565-43788781	TIE1	0.0656036	0.103214	0.485603	0	0	0.0963929	0.0685789	0	0.0356481	0.0170988	0.0654806	+
XLOC_000375	chr1	43803474	43820979	chr1:43803474-43820979	MPL	0	0.278914	0.225296	0.187593	0.241445	0.14573	0.0428384	0.367446	0.122835	0.53256	0.294817	+
XLOC_000376	chr1	43824625	43828873	chr1:43824625-43828873	CDC20	1.63319	0	49.1268	0.0589784	0	0.0501061	1.50974	0.225421	0.0419523	0.186585	0	+
XLOC_000377	chr1	43847777	43926234	chr1:43847777-43926234	SZT2	1.87924	7.59175	3.58927	8.61072	11.1865	7.92921	1.35423	15.3502	7.22623	9.30256	9.34612	+
XLOC_000378	chr1	43847777	43926234	chr1:43847777-43926234	MIR6735	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000379	chr1	43996546	44089343	chr1:43996546-44089343	PTPRF	2.48466	0	1.63551	0.084648	1.28845	0.0202799	0.0603428	0.0951816	0.149356	0.190352	0.0164609	+
XLOC_000380	chr1	44115776	44173012	chr1:44115776-44173012	KDM4A	8.93874	4.81954	7.39287	8.34864	9.71866	8.37938	9.26882	7.15094	7.24997	6.69953	6.19317	+
XLOC_000381	chr1	44173203	44397521	chr1:44173203-44397521	ST3GAL3	4.07121	1.71463	4.79062	2.50918	3.05539	2.74888	3.63362	2.4864	2.70592	2.79297	4.53156	+
XLOC_000382	chr1	44173203	44397521	chr1:44173203-44397521	MIR6079	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000383	chr1	44398991	44402912	chr1:44398991-44402912	ARTN	0	0.0650228	0.139041	0.085291	0	0.0538112	0	0	0	0	0.156998	+
XLOC_000384	chr1	44412388	44433694	chr1:44412388-44433694	IPO13	16.2074	2.46118	9.42445	3.52605	4.61988	3.97809	9.85664	3.44277	5.47639	3.98622	3.90817	+
XLOC_000385	chr1	44435652	44439773	chr1:44435652-44439773	DPH2	12.4846	2.71495	11.8519	5.05111	4.21149	5.27823	10.3869	3.76809	5.66606	4.7069	4.39613	+
XLOC_000386	chr1	44440319	44443972	chr1:44440319-44443972	ATP6V0B	158.512	30.0996	144.867	23.0183	48.5842	73.6832	106.898	60.6183	59.493	32.018	43.6377	+
XLOC_000387	chr1	44444873	44457037	chr1:44444873-44457037	B4GALT2	33.2945	0.11833	6.85712	0.259318	2.69153	5.0776	6.69083	6.17427	4.79961	1.57148	5.59085	+
XLOC_000388	chr1	44457279	44497164	chr1:44457279-44497164	CCDC24	15.132	0.905866	1.1116	2.0906	2.07398	8.41871	14.6033	1.69253	6.53547	1.61886	3.66099	+
XLOC_000389	chr1	44584521	44600809	chr1:44584521-44600809	KLF17	0	0.0385919	0	0	0	0	0	0	0	0	0	+
XLOC_000390	chr1	44679124	44686351	chr1:44679124-44686351	DMAP1	22.4536	11.4638	14.8576	14.8342	11.731	18.2407	25.155	13.3151	16.9108	13.9206	12.9998	+
XLOC_000391	chr1	44870959	45117401	chr1:44870959-45117401	RNF220	51.5681	17.8026	35.6522	19.941	21.1192	30.9635	36.8229	14.9187	35.9557	20.5665	21.9397	+
XLOC_000392	chr1	44870959	45117401	chr1:44870959-45117401	MIR5584	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000393	chr1	45140393	45191263	chr1:45140393-45191263	C1orf228	131.753	39.6405	86.2783	28.175	79.8789	14.9275	33.2285	28.8065	37.7646	14.8357	3.67568	+
XLOC_000394	chr1	45205489	45234061	chr1:45205489-45234061	KIF2C	3.19071	1.05327	12.7574	0.893401	0.592616	0.381385	1.18632	0.599161	1.07052	0.353457	0.642676	+
XLOC_000395	chr1	45239713	45253426	chr1:45239713-45253426	RPS8,SNORD55	8064.82	918.893	3796.99	1359.79	2124.22	2488.8	5816.98	1955.75	1871.45	1226.93	2062.11	+
XLOC_000396	chr1	45239713	45253426	chr1:45239713-45253426	SNORD46	0	0	0	304.469	0	0	0	2242.8	0	331.66	0	+
XLOC_000397	chr1	45239713	45253426	chr1:45239713-45253426	SNORD38A	0	0	0	0	0	991.082	0	2551.12	0	0	0	+
XLOC_000398	chr1	45239713	45253426	chr1:45239713-45253426	SNORD38B	0	0	0	1022.93	0	0	0	0	0	0	0	+
XLOC_000399	chr1	45265592	45281912	chr1:45265592-45281912	PLK3	4.04754	8.04434	5.24371	9.35117	6.94426	16.576	5.70208	40.4215	10.2772	5.50492	7.76968	+
XLOC_000400	chr1	45265592	45281912	chr1:45265592-45281912	BTBD19	0.438941	1.42557	0.454062	3.28957	1.39099	0.680691	0.12722	3.18529	0.908919	1.7046	1.52365	+
XLOC_000401	chr1	45477804	45481500	chr1:45477804-45481500	UROD	38.795	6.68552	220.069	9.1031	8.42585	12.1146	28.9148	6.67019	11.7486	7.35812	8.99115	+
XLOC_000402	chr1	45769581	45771291	chr1:45769581-45771291	LINC01144	0	0.0929586	0.137694	0.0584226	0	0.181309	0.0921401	0.157285	0.121244	0.696742	0.0805109	+
XLOC_000403	chr1	45792544	45794346	chr1:45792544-45794346	HPDL	0.15071	0.746489	1.54102	0.731584	0.904633	0.74329	0.313138	0.979512	0.138096	0.857836	2.21038	+
XLOC_000404	chr1	45794643	45956840	chr1:45794643-45956840	TOE1	3.67118	2.06609	6.29634	2.38561	5.90269	5.64582	3.34313	4.81483	4.97495	2.6864	9.0557	+
XLOC_000405	chr1	45965855	45988562	chr1:45965855-45988562	MMACHC	0.291621	0.466815	1.20639	0.583132	1.26651	0.11292	0.905703	0.438578	0.174244	1.69189	0.470996	+
XLOC_000406	chr1	46016454	46035959	chr1:46016454-46035959	AKR1A1	100.971	10.0852	63.5195	13.7249	12.0017	20.9137	71.9985	7.62463	23.0768	13.2433	16.9664	+
XLOC_000407	chr1	46047234	46092655	chr1:46047234-46092655	NASP	17.4208	13.2378	25.7886	22.7313	14.2846	21.5054	21.7124	11.6462	17.1549	17.7706	15.2261	+
XLOC_000408	chr1	46153846	46216564	chr1:46153846-46216564	TMEM69	30.9646	4.84349	12.1235	6.69815	5.32819	6.81441	22.5736	6.21999	6.17564	10.5378	5.40327	+
XLOC_000409	chr1	46269261	46502007	chr1:46269261-46502007	MAST2	1.79998	3.76425	4.9237	4.39988	6.06956	3.48218	2.09645	4.36372	4.13398	4.94371	4.87972	+
XLOC_000410	chr1	46505811	46651634	chr1:46505811-46651634	LOC101929626	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000411	chr1	46505811	46651634	chr1:46505811-46651634	TSPAN1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000412	chr1	46654096	46689314	chr1:46654096-46689314	LURAP1	0.157107	0.0720651	0.62048	0	0.0966971	0.148047	0.0197469	0.0294974	0.557334	0.0536218	0.260233	+
XLOC_000413	chr1	46713366	46782449	chr1:46713366-46782449	RAD54L	0.599347	0.707768	4.29126	0.617447	0.746626	0.360926	1.08624	1.07023	0.386416	1.14145	1.58549	+
XLOC_000414	chr1	46713366	46782449	chr1:46713366-46782449	UQCRH	662.823	31.5643	355.783	59.9944	95.756	156.347	410.829	71.4855	143.289	81.7582	58.3649	+
XLOC_000415	chr1	46804470	46880632	chr1:46804470-46880632	FAAH,NSUN4	9.56003	6.45275	10.8207	9.29622	8.49862	7.29136	7.48472	13.4331	6.16899	9.46456	9.21284	+
XLOC_000416	chr1	46896420	46915376	chr1:46896420-46915376	FAAHP1	0.388304	0.245002	0.207001	0.17074	0.0164612	1.26979	0.0296581	0.180822	0.521245	0.191984	0	+
XLOC_000417	chr1	46972667	46979886	chr1:46972667-46979886	DMBX1	0	0	0	0	0	0	0	0	0	0.028191	0.0512978	+
XLOC_000418	chr1	47004367	47082563	chr1:47004367-47082563	MKNK1-AS1	0.0507387	0.215877	0.0436332	0.17381	0.21825	0.33627	0.0628691	0.4086	0.179519	0.234965	0.207267	+
XLOC_000419	chr1	47004367	47082563	chr1:47004367-47082563	MKNK1	0	0.790725	0.114595	0.362508	0.272057	0.55826	0	0.389088	0.557814	0.72172	0.311524	+
XLOC_000420	chr1	47004367	47082563	chr1:47004367-47082563	MKNK1	0	2.46247	0	1.42442	3.30708	0.70095	0	0.311865	0.344759	0.5537	1.1751	+
XLOC_000421	chr1	47098237	47135440	chr1:47098237-47135440	NA	0	0	0.35193	0.651651	0.0848788	0.200813	0.587114	0.368355	0.44926	0.437914	0.490571	+
XLOC_000422	chr1	47098237	47135440	chr1:47098237-47135440	ATPAF1	0.11674	1.03949	0.155706	0.917494	1.27561	0.755439	0.0820942	0.71877	0.827426	0.321983	0.868376	+
XLOC_000423	chr1	47098237	47135440	chr1:47098237-47135440	NA	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000424	chr1	47137504	47139256	chr1:47137504-47139256	TEX38	0	0.674805	0.20052	0.336088	0.855173	0.0753346	0.13101	0.415887	0	0.902631	0.59634	+
XLOC_000425	chr1	47139707	47184808	chr1:47139707-47184808	EFCAB14-AS1	0	0.477353	0	0	0	0.15626	0	0.854906	0	0	0	+
XLOC_000426	chr1	47264669	47285021	chr1:47264669-47285021	CYP4B1	0	0.069991	0	0	0	0	0.0381793	0	0	0	0	+
XLOC_000427	chr1	47489239	47516423	chr1:47489239-47516423	CYP4X1	0	0	0.0507342	0	0	0	0	0	0	0	0	+
XLOC_000428	chr1	47533159	47583992	chr1:47533159-47583992	CYP4Z1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000429	chr1	47603096	47614526	chr1:47603096-47614526	CYP4A22	0	0	0	0	0	0	0	0	0	0.0316794	0	+
XLOC_000430	chr1	47644921	47646011	chr1:47644921-47646011	LINC00853	0	0	0.707556	0	0	0.390831	0.135054	0	0	0.528228	0	+
XLOC_000431	chr1	47797535	47845646	chr1:47797535-47845646	CMPK1	76.3598	34.6527	53.9295	41.4384	26.8554	47.7063	84.3647	32.9577	35.5783	28.3703	22.5925	+
XLOC_000432	chr1	47846467	47906363	chr1:47846467-47906363	LINC01389	0	0.317413	0.204685	1.09828	1.16976	0.400037	0.0777093	0.427463	0.700164	0.172462	1.53609	+
XLOC_000433	chr1	47846467	47906363	chr1:47846467-47906363	FOXE3	0	0	0	0	0	0	0	0.115376	0	0	0	+
XLOC_000434	chr1	47846467	47906363	chr1:47846467-47906363	FOXD2	0.0230617	0.0770427	0.187535	0.033529	0.278261	0.327829	0.0366698	0.428607	0.319562	0.204976	0.122851	+
XLOC_000435	chr1	48688356	48714316	chr1:48688356-48714316	SLC5A9	0.31929	0.0640801	0.0693742	0	0	0.024969	0.0456905	0	0	0	0	+
XLOC_000436	chr1	48998526	50489626	chr1:48998526-50489626	LOC101929721	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000437	chr1	50513685	50669457	chr1:50513685-50669457	ELAVL4	0	0.0225456	0	0	0	0	0	0	0	0	0	+
XLOC_000438	chr1	51434366	51440309	chr1:51434366-51440309	CDKN2C	2.94382	0.713983	15.8269	0.0857971	0.880404	1.22688	7.82324	6.2863	0.496423	1.57711	0.0731106	+
XLOC_000439	chr1	51525508	51525577	chr1:51525508-51525577	MIR4421	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000440	chr1	51525689	51525775	chr1:51525689-51525775	MIR6500	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000441	chr1	51567905	51613754	chr1:51567905-51613754	C1orf185	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000442	chr1	51701944	51739119	chr1:51701944-51739119	RNF11	28.4083	8.47826	57.4102	4.10313	7.05691	22.8677	32.2941	22.5013	14.6951	4.86688	5.77422	+
XLOC_000443	chr1	51752929	51810788	chr1:51752929-51810788	TTC39A-AS1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000444	chr1	52082545	52344609	chr1:52082545-52344609	OSBPL9	11.2897	7.05824	11.723	7.2436	6.4369	7.87341	12.386	5.18332	7.00169	8.52693	5.39761	+
XLOC_000445	chr1	52485802	52557788	chr1:52485802-52557788	TXNDC12-AS1	0	0	0	0	0	0	0	1.60196	0.368686	0	0	+
XLOC_000446	chr1	52485802	52557788	chr1:52485802-52557788	BTF3L4	13.6251	5.68121	11.0108	5.57464	3.76115	9.38767	17.155	6.03082	7.12204	9.3079	4.36191	+
XLOC_000447	chr1	52607765	52832140	chr1:52607765-52832140	ZFYVE9	0.249621	0.496968	0.412255	0.42583	1.17596	0.968246	0.327257	0.718091	0.829522	0.254503	0.790663	+
XLOC_000448	chr1	52870218	52888308	chr1:52870218-52888308	PRPF38A	27.9087	11.2156	25.0179	11.431	10.0908	20.1397	20.195	15.3386	11.9324	15.3179	14.6759	+
XLOC_000449	chr1	53057452	53075793	chr1:53057452-53075793	GPX7	18.0089	4.8476	19.558	5.03877	3.79953	8.69407	22.324	6.02615	6.44964	7.09676	7.59554	+
XLOC_000450	chr1	53082537	53164038	chr1:53082537-53164038	FAM159A	7.29448	12.0489	8.01456	12.4926	1.53401	6.53401	10.3393	8.03107	4.93936	12.639	14.8751	+
XLOC_000451	chr1	53192130	53293048	chr1:53192130-53293048	ZYG11B	3.87426	5.48574	3.88286	4.24468	3.31555	3.01883	3.75103	2.33219	4.02368	4.66468	3.31804	+
XLOC_000452	chr1	53308182	53387458	chr1:53308182-53387458	ZYG11A	0.252353	0.0652005	0	0.070536	0.0776933	0.0527407	0	0.0395691	0	1.20571	2.53455	+
XLOC_000453	chr1	53392900	53517289	chr1:53392900-53517289	SCP2	70.6291	18.1296	77.6942	19.4307	17.2941	27.2403	82.4687	14.3369	24.9135	21.3951	15.0138	+
XLOC_000454	chr1	53392900	53517289	chr1:53392900-53517289	MIR1273F	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000455	chr1	53392900	53517289	chr1:53392900-53517289	MIR5095	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000456	chr1	53392900	53517289	chr1:53392900-53517289	MIR1273G	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000457	chr1	53527723	53551174	chr1:53527723-53551174	PODN	0.138338	0.306225	0.0405701	0	0	0.0293255	0.108166	0.204899	0.0953812	0.022303	0	+
XLOC_000458	chr1	53662100	53686311	chr1:53662100-53686311	CPT2	7.39462	1.92524	6.52661	2.7238	1.44198	2.66663	8.0064	2.33584	2.50517	4.02188	2.12521	+
XLOC_000459	chr1	53692048	53793821	chr1:53692048-53793821	LOC100507564	0.11907	0	0.211898	0	0	0.0841229	0.30487	0	0	0.17132	0	+
XLOC_000460	chr1	53793904	53804850	chr1:53793904-53804850	LOC105378732	0.140029	0.303394	0.318106	0	0.154163	0.118125	1.35772	0	0.494547	0.992211	1.45066	+
XLOC_000461	chr1	53925071	53933160	chr1:53925071-53933160	DMRTB1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000462	chr1	54317282	54411966	chr1:54317282-54411966	DIO1	0	0.0913094	0.151144	0.171006	0.490818	0.0566576	0	0	0.0653831	0.409965	0.252223	+
XLOC_000463	chr1	54317282	54411966	chr1:54317282-54411966	HSPB11	0	0.38827	0.822853	1.13723	0.431173	3.20723	0.33563	0.00169339	1.47809	0.549588	0.65792	+
XLOC_000464	chr1	54317282	54411966	chr1:54317282-54411966	HSPB11	0.111635	0.419566	0.320095	0.717329	1.37521	0.432435	0.210008	0.381012	0.513589	1.14377	0.617907	+
XLOC_000465	chr1	54411998	54433861	chr1:54411998-54433861	LRRC42	6.93193	1.86261	8.53878	1.33696	1.00683	3.73255	7.02826	1.71651	3.24634	2.15786	1.62006	+
XLOC_000466	chr1	54492353	54578192	chr1:54492353-54578192	TCEANC2	3.16971	2.77126	2.77281	2.80808	1.90857	1.53954	3.81234	1.18055	2.73877	5.39821	2.52437	+
XLOC_000467	chr1	54492353	54578192	chr1:54492353-54578192	MIR4781	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000468	chr1	54665839	54872515	chr1:54665839-54872515	MRPL37	116.133	6.86439	82.7108	8.95643	8.71566	13.5513	63.082	10.2249	13.4283	11.7476	9.49762	+
XLOC_000469	chr1	54665839	54872515	chr1:54665839-54872515	SSBP3-AS1	0.146999	3.48617	0.573499	3.86213	6.28861	0.843997	0.0614903	0.537481	2.10237	0.690263	0.41237	+
XLOC_000470	chr1	55013806	55100417	chr1:55013806-55100417	ACOT11	0.197451	0.0988327	1.20025	0	0	0.0389484	0.197	0	0.106484	0	0	+
XLOC_000471	chr1	55107412	55208328	chr1:55107412-55208328	MROH7,MROH7-TTC4,TTC4	15.1921	2.5593	8.46896	6.67238	5.00775	5.39333	14.6079	4.24676	6.35952	6.66807	4.52615	+
XLOC_000472	chr1	55271735	55307937	chr1:55271735-55307937	C1orf177	0.0684122	0.247476	0.119647	0	0	0.222796	0.204315	0	0	0.126106	0.212273	+
XLOC_000473	chr1	55446336	55457966	chr1:55446336-55457966	TMEM61	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000474	chr1	55464616	55474465	chr1:55464616-55474465	BSND	0	0.0538272	0	0	0	0	0	0	0	0	0	+
XLOC_000475	chr1	55505148	55530526	chr1:55505148-55530526	PCSK9	0	0	0.0627661	0.0312733	0	0	0	0	0	0	0	+
XLOC_000476	chr1	55532031	55683128	chr1:55532031-55683128	USP24	0.0385668	2.88569	0.170427	2.4263	3.51577	0.401932	0.0664145	1.13772	0.253847	1.20154	2.50701	+
XLOC_000477	chr1	55532031	55683128	chr1:55532031-55683128	LOC100507634	0.392451	0.428064	0.194743	0.471886	1.38679	2.39172	0.191778	5.00576	1.24721	0.726703	1.5279	+
XLOC_000478	chr1	55691313	55691396	chr1:55691313-55691396	MIR4422	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000479	chr1	57110989	57181008	chr1:57110989-57181008	PRKAA2	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000480	chr1	57320442	57383894	chr1:57320442-57383894	C8A	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000481	chr1	57463578	58716211	chr1:57463578-58716211	DAB1-AS1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000482	chr1	59250074	59369319	chr1:59250074-59369319	LINC01135	0.649923	0.423937	0.291149	0.889149	0.947231	0.31864	0.84737	1.25276	0.189961	1.50686	1.07231	+
XLOC_000483	chr1	59486097	59553919	chr1:59486097-59553919	LINC01358	3.63735	1.07849	0.793496	1.01906	0	0.442038	2.79926	0.98652	1.60662	0	1.6609	+
XLOC_000484	chr1	59762166	60232909	chr1:59762166-60232909	FGGY	2.5806	1.27195	2.33069	1.76055	4.04051	1.7778	4.65624	1.24049	2.56149	2.62671	1.56751	+
XLOC_000485	chr1	60238466	60254501	chr1:60238466-60254501	LOC101926944	0	0	0	0	0	0	0	0	0.164248	1.56682	0	+
XLOC_000486	chr1	60280532	60342050	chr1:60280532-60342050	HOOK1	1.4667	2.78154	1.84626	3.68703	2.45612	2.57806	4.37814	4.09525	1.66366	5.00145	0.419869	+
XLOC_000487	chr1	61542945	61928460	chr1:61542945-61928460	NFIA	0.103385	0.437779	3.06828	0.161201	0.0909672	0.177074	0.056872	0.640921	0.0595136	0.0970837	0	+
XLOC_000488	chr1	62119913	62121800	chr1:62119913-62121800	MGC34796	0	0.0364997	0	0	0	0	0	0.0645214	0	0	0.163842	+
XLOC_000489	chr1	62208083	62629926	chr1:62208083-62629926	INADL	0.677493	3.94268	0.596875	4.10572	4.71775	3.41966	1.28966	5.07079	2.89088	7.83059	6.62702	+
XLOC_000490	chr1	62208083	62629926	chr1:62208083-62629926	MIR3116-1	0	0	0	0	0	0	0	0	0	0	0	+
XLOC_000491	chr1	62659992	62678279	chr1:62659992-62678279	L1TD1	0.083143	2.1464	0.816875	5.53092	5.56114	0.443168	4.8027	6.20341	0.0397688	0.0630186	0.0310828	+
